orgId	expName	expDesc	timeZeroSet	num	nMapped	nPastEnd	nGenic	nUsed	gMed	gMedt0	gMean	cor12	mad12	mad12c	mad12c_t0	opcor	adjcor	gccor	maxFit	expGroup	expDescLong	mutantLibrary	person	dateStarted	setName	seqindex	media	temperature	pH	vessel	aerobic	liquid	shaking	condition_1	units_1	concentration_1	condition_2	units_2	concentration_2	condition_3	units_3	concentration_3	condition_4	units_4	concentration_4	growthPlate	growthWells	ModelSEED Component	BiGG Component
Keio	set1IT022	D-Glucuronic Acid (C)	6/19/2014 Keio_ML9_set1	22	1784485	0	1215928	1214743	200	590	320.5972552	0.363517386	0.16096232	0.673074333	0.648717735	0.264575062	0.041248463	-0.068949948	3.342305874	carbon source	D-Glucuronic Acid carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT022	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Glucuronic Acid	mM	20												cpd00164	glcur
Keio	set1IT023	D-Gluconic Acid (C)	6/19/2014 Keio_ML9_set1	23	1523126	0	1035303	1034347	171	590	272.9868039	0.333134062	0.168303362	0.673295075	0.648717735	0.238796386	0.086779175	-0.079663602	1.424978053	carbon source	D-Gluconic Acid sodium salt carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT023	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Gluconic Acid sodium salt	mM	20												cpd00222	glcn
Keio	set1IT024	D-Gluconic Acid (C)	6/19/2014 Keio_ML9_set1	24	1642757	0	1116721	1115642	187	590	294.4423331	0.315911503	0.157190116	0.660438699	0.648717735	0.207057429	0.046552534	-0.083585338	1.05577085	carbon source	D-Gluconic Acid sodium salt carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT024	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Gluconic Acid sodium salt	mM	20												cpd00222	glcn
Keio	set1IT025	D-Glucose-6-Phosphate (C)	6/19/2014 Keio_ML9_set1	25	1735821	0	1180465	1179315	198	590	311.2470309	0.35721549	0.155244069	0.664367125	0.648717735	0.222206178	0.019497432	-0.095395683	1.424354571	carbon source	D-Glucose-6-Phosphate sodium salt carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT025	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Glucose-6-Phosphate sodium salt	mM	20												cpd00079	g6p
Keio	set1IT026	D-Glucose-6-Phosphate (C)	6/19/2014 Keio_ML9_set1	26	1618145	0	1099990	1098898	185	590	290.0232251	0.335473762	0.167341289	0.66259632	0.648717735	0.214794613	0.030572213	-0.097067752	1.391355413	carbon source	D-Glucose-6-Phosphate sodium salt carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT026	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Glucose-6-Phosphate sodium salt	mM	20												cpd00079	g6p
Keio	set1IT027	acetate (C)	6/19/2014 Keio_ML9_set1	27	1727849	0	1173818	1172202	170	590	309.3697546	0.399166462	0.283984066	0.771553829	0.648717735	0.287941853	0.026375546	-0.050576432	7.270286345	carbon source	Potassium acetate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT027	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	Potassium acetate	mM	20												cpd00029	ac
Keio	set1IT028	acetate (C)	6/19/2014 Keio_ML9_set1	28	1626112	0	1103333	1102071	167	590	290.8606492	0.404067662	0.263434176	0.740404279	0.648717735	0.281950417	0.028356416	-0.05818638	6.330882412	carbon source	Potassium acetate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT028	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	Potassium acetate	mM	20												cpd00029	ac
Keio	set1IT031	D-Lactate (C)	6/19/2014 Keio_ML9_set1	31	1635412	0	1111906	1110777	185	590	293.1583531	0.349440638	0.21559016	0.688934608	0.648717735	0.260144632	0.020585925	-0.065652353	2.234214129	carbon source	Sodium D-Lactate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT031	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	Sodium D-Lactate	mM	20												cpd00221	lac__D
Keio	set1IT032	D-Lactate (C)	6/19/2014 Keio_ML9_set1	32	1550780	0	1053881	1052902	176	590	277.8838744	0.385415072	0.186812805	0.685134168	0.648717735	0.288962589	0.067061027	-0.069273049	2.963638601	carbon source	Sodium D-Lactate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT032	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	Sodium D-Lactate	mM	20												cpd00221	lac__D
Keio	set1IT035	"D,L-Lactate (C)"	6/19/2014 Keio_ML9_set1	35	1617859	0	1098867	1097811	182	590	289.736342	0.343764589	0.165238124	0.655274516	0.648717735	0.250243498	0.053129518	-0.074338303	1.879466796	carbon source	"Sodium D,L-Lactate carbon source"	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT035	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	"Sodium D,L-Lactate"	mM	20												cpd00159; cpd00221	lac__L; lac__D
Keio	set1IT036	"D,L-Lactate (C)"	6/19/2014 Keio_ML9_set1	36	1612966	0	1096348	1095268	183	590	289.0651887	0.342052235	0.169465433	0.657909251	0.648717735	0.250030172	0.036457987	-0.065411005	2.020259854	carbon source	"Sodium D,L-Lactate carbon source"	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT036	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	"Sodium D,L-Lactate"	mM	20												cpd00159; cpd00221	lac__L; lac__D
Keio	set1IT037	pyruvate (C)	6/19/2014 Keio_ML9_set1	37	1606732	0	1094195	1093031	185	590	288.4747955	0.340054827	0.181636817	0.671270394	0.648717735	0.198765544	0.04474142	-0.043018722	2.140301946	carbon source	Sodium pyruvate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT037	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	Sodium pyruvate	mM	20												cpd00020	pyr
Keio	set1IT038	pyruvate (C)	6/19/2014 Keio_ML9_set1	38	1818363	0	1237898	1236592	210	590	326.3636843	0.367237833	0.161985442	0.675377796	0.648717735	0.226661187	0.055154511	-0.040529659	1.971098265	carbon source	Sodium pyruvate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT038	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	Sodium pyruvate	mM	20												cpd00020	pyr
Keio	set1IT039	succinate (C)	6/19/2014 Keio_ML9_set1	39	1610300	0	1083528	1082333	156	590	285.6513592	0.49519173	0.233021898	0.736965594	0.648717735	0.268658785	0.040904041	-0.048254774	6.888201711	carbon source	Sodium succinate dibasic hexahydrate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT039	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	Sodium succinate dibasic hexahydrate	mM	20												cpd00036	succ
Keio	set1IT040	succinate (C)	6/19/2014 Keio_ML9_set1	40	1786544	0	1205679	1204423	178	590	317.8735814	0.495754166	0.223095786	0.740298937	0.648717735	0.308034357	0.072506368	-0.052376769	6.224365092	carbon source	Sodium succinate dibasic hexahydrate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT040	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	Sodium succinate dibasic hexahydrate	mM	20												cpd00036	succ
Keio	set1IT041	Glycolic Acid (C)	6/19/2014 Keio_ML9_set1	41	1742803	0	1180301	1178936	186	590	311.1470045	0.562261331	0.246989765	0.688165273	0.648717735	0.33399245	0.112988974	-0.017196646	5.085065095	carbon source	Glycolic Acid carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT041	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	Glycolic Acid	mM	20												cpd00139	glyclt
Keio	set1IT042	Glycolic Acid (C)	6/19/2014 Keio_ML9_set1	42	1581733	0	1071770	1070593	171	590	282.5529163	0.544237275	0.251890322	0.710493383	0.648717735	0.306165977	0.095411222	-0.0268955	4.905756136	carbon source	Glycolic Acid carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT042	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	Glycolic Acid	mM	20												cpd00139	glyclt
Keio	set1IT043	D-Mannitol (C)	6/19/2014 Keio_ML9_set1	43	1647074	0	1118974	1117897	188	590	295.0374769	0.323907797	0.162152522	0.650334762	0.648717735	0.241458521	0.11560211	-0.073915693	1.077157488	carbon source	D-Mannitol carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT043	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Mannitol	mM	20												cpd00314	mnl
Keio	set1IT044	D-Mannitol (C)	6/19/2014 Keio_ML9_set1	44	1670062	0	1135152	1134023	190	590	299.2934811	0.311835331	0.160113777	0.665690128	0.648717735	0.243851932	0.000669407	-0.085024919	1.407107725	carbon source	D-Mannitol carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT044	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Mannitol	mM	20												cpd00314	mnl
Keio	set1IT045	D-Galacturonic Acid (C)	6/19/2014 Keio_ML9_set1	45	1721912	0	1170890	1169745	191	590	308.7212985	0.409369716	0.160608499	0.66866597	0.648717735	0.279047193	0.06639001	-0.0771111	3.470103922	carbon source	D-Galacturonic Acid monohydrate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT045	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Galacturonic Acid monohydrate	mM	20												cpd00280	galur
Keio	set1IT046	D-Galacturonic Acid (C)	6/19/2014 Keio_ML9_set1	46	1599315	0	1085830	1084741	181	590	286.2868831	0.37885199	0.169145753	0.646447587	0.648717735	0.296390578	0.065844216	-0.073103888	3.269595129	carbon source	D-Galacturonic Acid monohydrate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT046	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Galacturonic Acid monohydrate	mM	20												cpd00280	galur
Keio	set1IT047	Glycerol (C)	6/19/2014 Keio_ML9_set1	47	1468770	0	999609	998672	164	590	263.5713909	0.334332957	0.158818884	0.662965013	0.648717735	0.232572676	0.100505112	-0.069712947	1.491802267	carbon source	Glycerol carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT047	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	Glycerol	mM	20												cpd00100	glyc
Keio	set1IT048	Glycerol (C)	6/19/2014 Keio_ML9_set1	48	1629671	0	1107939	1106866	183	590	292.1261547	0.324782302	0.161709867	0.658764336	0.648717735	0.244035538	0.092844565	-0.07406167	1.874937714	carbon source	Glycerol carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT048	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	Glycerol	mM	20												cpd00100	glyc
Keio	set1IT051	D-Sorbitol (C)	6/19/2014 Keio_ML9_set1	51	1679862	0	1141913	1140829	187	590	301.0897334	0.352207483	0.161157822	0.666427928	0.648717735	0.261240469	0.04494345	-0.076800575	1.098860708	carbon source	D-Sorbitol carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT051	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Sorbitol	mM	20												cpd00588	sbt__D
Keio	set1IT052	D-Sorbitol (C)	6/19/2014 Keio_ML9_set1	52	1622984	0	1103540	1102506	184	590	290.9754553	0.334159707	0.16503406	0.672722489	0.648717735	0.311577577	0.072062899	-0.079585919	1.506656363	carbon source	D-Sorbitol carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT052	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Sorbitol	mM	20												cpd00588	sbt__D
Keio	set1IT053	L-Malic (C)	6/19/2014 Keio_ML9_set1	53	1557921	0	1047809	1046674	158	590	276.2401689	0.48235695	0.255334012	0.747847581	0.648717735	0.294647999	0.092329489	-0.041624874	5.847967309	carbon source	L-Malic acid disodium salt monohydrate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT053	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	L-Malic acid disodium salt monohydrate	mM	20												cpd00130	mal__L
Keio	set1IT054	L-Malic (C)	6/19/2014 Keio_ML9_set1	54	1736326	0	1166890	1165624	172	590	307.6336764	0.467458626	0.255512768	0.741359818	0.648717735	0.307742821	0.06631745	-0.048157644	5.831870975	carbon source	L-Malic acid disodium salt monohydrate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT054	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	L-Malic acid disodium salt monohydrate	mM	20												cpd00130	mal__L
Keio	set1IT055	D-Trehalose (C)	6/19/2014 Keio_ML9_set1	55	1680525	0	1140805	1139611	188	590	300.7682766	0.425357696	0.172738707	0.672489728	0.648717735	0.268636932	0.068477899	-0.101704734	1.859315018	carbon source	D-Trehalose dihydrate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT055	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Trehalose dihydrate	mM	20												cpd00794	tre
Keio	set1IT056	D-Trehalose (C)	6/19/2014 Keio_ML9_set1	56	1750668	0	1188443	1187279	193	590	313.3489047	0.384185792	0.183368748	0.67676069	0.648717735	0.247402545	0.060208516	-0.093661313	2.042837054	carbon source	D-Trehalose dihydrate carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT056	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Trehalose dihydrate	mM	20												cpd00794	tre
Keio	set1IT057	D-Serine (C)	6/19/2014 Keio_ML9_set1	57	1587572	0	1127227	1125188	132	590	296.9617313	0.367853623	0.214803602	0.719892081	0.648717735	0.256601881	0.072867069	-0.04861138	8.567865095	carbon source	D-Serine carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT057	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Serine	mM	20												cpd00550	ser__D
Keio	set1IT058	D-Serine (C)	6/19/2014 Keio_ML9_set1	58	1731194	0	1228603	1226560	144	590	323.7160201	0.410185291	0.211672326	0.700439718	0.648717735	0.23254687	0.046753055	-0.054193136	8.468641288	carbon source	D-Serine carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT058	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Serine	mM	20												cpd00550	ser__D
Keio	set1IT059	casaminos (C)	6/19/2014 Keio_ML9_set1	59	1675096	0	1141719	1140681	195	590	301.050673	0.278239447	0.169698688	0.663727368	0.648717735	0.169257484	0.019014109	-0.027611529	1.788176471	carbon source	casamino acids carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT059	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	casamino acids	mg/ml	2													
Keio	set1IT060	casaminos (C)	6/19/2014 Keio_ML9_set1	60	1602488	0	1090795	1089696	187	590	287.594616	0.274844719	0.168496108	0.645015884	0.648717735	0.218662351	0.035697635	-0.044018388	1.897577951	carbon source	casamino acids carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT060	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	casamino acids	mg/ml	2													
Keio	set1IT061	NAG (C)	6/19/2014 Keio_ML9_set1	61	1749471	0	1189231	1187996	197	590	313.5381367	0.327644826	0.161931555	0.675404828	0.648717735	0.213025768	0.055786259	-0.081069167	1.663651254	carbon source	N-Acetyl-D-Glucosamine carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT061	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	N-Acetyl-D-Glucosamine	mM	20												cpd00122	acgam
Keio	set1IT062	NAG (C)	6/19/2014 Keio_ML9_set1	62	1920641	0	1306066	1304786	217	590	344.361573	0.320966057	0.153020936	0.673398288	0.648717735	0.242402286	0.041114563	-0.090640313	1.71661553	carbon source	N-Acetyl-D-Glucosamine carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT062	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	N-Acetyl-D-Glucosamine	mM	20												cpd00122	acgam
Keio	set1IT063	D-Glucosamine Hydrochloride (C)	6/19/2014 Keio_ML9_set1	63	1673522	0	1138422	1137216	188	590	300.1361837	0.338596187	0.199050397	0.661514675	0.648717735	0.213626756	0.062441887	-0.089340052	2.190626827	carbon source	D-Glucosamine Hydrochloride carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT063	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Glucosamine Hydrochloride	mM	20												cpd00276	gam
Keio	set1IT064	D-Glucosamine Hydrochloride (C)	6/19/2014 Keio_ML9_set1	64	1510988	0	1028335	1027302	171	590	271.1274743	0.324969065	0.237317815	0.68524553	0.648717735	0.214354371	0.001575389	-0.069274139	2.007103084	carbon source	D-Glucosamine Hydrochloride carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT064	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Glucosamine Hydrochloride	mM	20												cpd00276	gam
Keio	set1IT065	D-Mannose (C)	6/19/2014 Keio_ML9_set1	65	1541066	0	1047246	1046171	175	590	276.1074162	0.290637015	0.163124691	0.652713086	0.648717735	0.260772444	0.044773665	-0.073858628	1.081136951	carbon source	D-Mannose carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT065	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Mannose	mM	20												cpd00138	man
Keio	set1IT066	D-Mannose (C)	6/19/2014 Keio_ML9_set1	66	1693675	0	1151420	1150289	191	590	303.5864344	0.323661748	0.159966382	0.651614738	0.648717735	0.260858244	0.055122234	-0.085122401	1.230582793	carbon source	D-Mannose carbon source	Keio_ML9	Kelly	6/19/14	Keio_ML9_set1	IT066	M9 minimal media_noCarbon	37		tube	Aerobic	Liquid	200 rpm	D-Mannose	mM	20												cpd00138	man
